Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
09/22/2010,Vietnam Bank for Industry and Trade,Summary of Proposed Investment (Disclosure Policy 2006),28509,https://disclosures.ifc.org/project-detail/SPI/28509/vietnam-bank-for-industry-and-trade,,VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE,Vietnam,VNM,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,11/04/2010,12/09/2010,01/25/2011,03/09/2011,,,,,,VN,"July 06, 2022 03:15 AM"
09/22/2010,Abank Sub Loan,Summary of Proposed Investment (Disclosure Policy 2006),29413,https://disclosures.ifc.org/project-detail/SPI/29413/abank-sub-loan,Loan,ALTERNATIFBANK ANONIM SIRKETI,Turkey,TUR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,10/25/2010,12/13/2010,12/22/2010,12/29/2010,,,50,,50,TR,"July 06, 2022 03:15 AM"
09/17/2010,CPLF - Karsten,Summary of Proposed Investment (Disclosure Policy 2006),29748,https://disclosures.ifc.org/project-detail/SPI/29748/cplf---karsten,Loan,KARSTEN GROUP HOLDINGS (PTY) LTD,South Africa,SOU,Agribusiness and Forestry,C,Regional Industry - MAS Africa,Completed,10/20/2010,11/05/2015,01/28/2011,04/14/2011,,,125,,125,ZA,"July 06, 2022 03:15 AM"
09/17/2010,NBC Uruguay CL,Summary of Proposed Investment (Disclosure Policy 2006),29934,https://disclosures.ifc.org/project-detail/SPI/29934/nbc-uruguay-cl,Loan,SCOTIABANK URUGUAY S.A.,Uruguay,URU,Financial Institutions,FI,Regional Industry - FIG LAC,Completed,10/20/2010,11/02/2010,11/08/2010,06/29/2011,,,15,,15,UY,"July 06, 2022 03:15 AM"
09/16/2010,AEB Syndication,Summary of Proposed Investment (Disclosure Policy 2006),29523,https://disclosures.ifc.org/project-detail/SPI/29523/aeb-syndication,Loan,ARMENIAN ECONOMY DEVELOPMENT BANK,Armenia,ARM,Financial Institutions,FI,Regional Industry - FIG - ECA,Completed,10/18/2010,12/16/2010,12/28/2010,04/13/2011,,,5,,5,AM,"July 06, 2022 03:15 AM"
09/15/2010,CF Banco GyT,Summary of Proposed Investment (Disclosure Policy 2006),29604,https://disclosures.ifc.org/project-detail/SPI/29604/cf-banco-gyt,,BANCO G AND T CONTINENTAL S.A.,Guatemala,GUA,Financial Institutions,FI,"Global Industry, Financial Markets",Active,11/25/2010,11/26/2012,12/13/2012,12/27/2012,,,,,,GT,"July 06, 2022 03:15 AM"
09/14/2010,O3B Networks Limited,Summary of Proposed Investment (Disclosure Policy 2006),28106,https://disclosures.ifc.org/project-detail/SPI/28106/o3b-networks-limited,Loan,O3B NETWORKS LTD,World Region,WLD,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,10/21/2010,10/28/2010,11/12/2010,12/06/2010,,,70,,70,99,"July 06, 2022 03:15 AM"
09/10/2010,Banque de l'habitat du Burkina Faso,Summary of Proposed Investment (Disclosure Policy 2006),25491,https://disclosures.ifc.org/project-detail/SPI/25491/banque-de-l'habitat-du-burkina-faso,Equity,BANQUE DE LHABITAT DU BURKINA FASO SA,Burkina Faso,BUR,Financial Institutions,FI,Regional Industry - FIG Africa,Completed,10/11/2010,10/12/2010,03/25/2011,11/01/2013,,,,0.6,0.6,BF,"July 06, 2022 03:15 AM"
09/07/2010,Suu dairy,Summary of Proposed Investment (Disclosure Policy 2006),29215,https://disclosures.ifc.org/project-detail/SPI/29215/suu-dairy,Loan,SUU JOINT STOCK COMPANY,Mongolia,MNG,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,10/18/2010,02/03/2011,05/31/2011,11/03/2011,,,2,0.5,2.5,MN,"July 06, 2022 03:15 AM"
09/07/2010,Catalyst Fund I L.L.C,Summary of Proposed Investment (Disclosure Policy 2006),29807,https://disclosures.ifc.org/project-detail/SPI/29807/catalyst-fund-i-l-l-c,Equity,"CATALYST FUND I, LLC",Eastern Africa Region,EAN,Financial Institutions,FI,Disruptive Technologies and Funds,Active,10/08/2010,11/09/2010,12/24/2010,01/28/2011,,,,10,10,29,"July 06, 2022 03:15 AM"
09/03/2010,GTLP II Commerz,Summary of Proposed Investment (Disclosure Policy 2006),29923,https://disclosures.ifc.org/project-detail/SPI/29923/gtlp-ii-commerz,Loan,COMMERZBANK AG,Africa Region,AFR,Financial Institutions,C,"Global Industry, Financial Markets",Completed,10/11/2010,09/29/2010,12/17/2010,,,0,100,,100,3A,"July 06, 2022 03:15 AM"
09/01/2010,SEF Tajero Choc,Summary of Proposed Investment (Disclosure Policy 2006),29630,https://disclosures.ifc.org/project-detail/SPI/29630/sef-tajero-choc,Loan,CONFECTIONERY PLANT AMIRI LLC,Tajikistan,TJK,Agribusiness and Forestry,B,Regional Industry MAS MCT,Completed,10/01/2010,11/02/2010,12/13/2010,01/04/2011,,,1.3,,1.3,TJ,"July 06, 2022 03:15 AM"
08/31/2010,CF Ficohsa,Summary of Proposed Investment (Disclosure Policy 2006),29257,https://disclosures.ifc.org/project-detail/SPI/29257/cf-ficohsa,,Banco Financiera Comercial Hondurena SA,Honduras,HDS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,10/21/2010,05/19/2011,06/30/2011,10/31/2011,,,,,,HN,"July 06, 2022 03:15 AM"
08/30/2010,Compartamos Loan,Summary of Proposed Investment (Disclosure Policy 2006),29634,https://disclosures.ifc.org/project-detail/SPI/29634/compartamos-loan,Loan,"Banco Compartamos, S.A., Institución de Banca Múltiple",Mexico,MXC,Financial Institutions,FI,Regional Industry - FIG LAC,Completed,09/30/2010,12/06/2010,05/19/2011,08/29/2011,,,16,,16,MX,"July 06, 2022 03:15 AM"
08/26/2010,Lattice Power,Summary of Proposed Investment (Disclosure Policy 2006),29318,https://disclosures.ifc.org/project-detail/SPI/29318/lattice-power,Equity,LATTICEPOWER CORPORATION,China,CHA,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,09/27/2010,11/16/2010,11/24/2010,12/08/2010,,,,17.5,17.5,CN,"July 06, 2022 03:15 AM"
08/23/2010,Enerjisa-II,Summary of Proposed Investment (Disclosure Policy 2006),29390,https://disclosures.ifc.org/project-detail/SPI/29390/enerjisa-ii,Loan,ENERJISA ENERJI URETIM ANONIM SIRKETI,Turkey,TUR,Infrastructure,A,Regional Industry INF MCT,Completed,10/25/2010,12/16/2010,03/24/2011,12/16/2011,,,97.68,,97.68,TR,"July 06, 2022 03:15 AM"
08/20/2010,India Collections Management Private Ltd,Summary of Proposed Investment (Disclosure Policy 2006),28136,https://disclosures.ifc.org/project-detail/SPI/28136/india-collections-management-private-ltd,Equity,India Collections Management Private Ltd.,India,IND,Financial Institutions,FI,Regional Industry - FIG Asia & Pac,Completed,09/20/2010,11/09/2010,12/22/2010,03/28/2011,,,,1.96,1.96,IN,"July 06, 2022 03:15 AM"
08/17/2010,Tribanco Eq,Summary of Proposed Investment (Disclosure Policy 2006),29362,https://disclosures.ifc.org/project-detail/SPI/29362/tribanco-eq,Equity,BANCO TRIANGULO SA,Brazil,BRA,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,09/20/2010,10/15/2010,12/07/2010,03/04/2011,,,,23.52,23.52,BR,"July 06, 2022 03:15 AM"
08/17/2010,Bic Mobilization,Summary of Proposed Investment (Disclosure Policy 2006),29920,https://disclosures.ifc.org/project-detail/SPI/29920/bic-mobilization,Loan,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S.A.,Brazil,BRA,Financial Institutions,FI,Regional Industry - FIG LAC,Completed,09/24/2010,09/22/2010,10/18/2010,10/25/2010,,,25,,25,BR,"July 06, 2022 03:15 AM"
08/09/2010,Goldwind,Summary of Proposed Investment (Disclosure Policy 2006),29998,https://disclosures.ifc.org/project-detail/SPI/29998/goldwind,Equity,"XINJIANG GOLDWIND SCIENCE TECHNOLOGY CO., LTD.",China,CHA,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,09/09/2010,09/16/2010,09/21/2010,10/14/2010,,,,75,75,CN,"July 06, 2022 03:15 AM"
08/04/2010,Attero Recycling,Summary of Proposed Investment (Disclosure Policy 2006),29690,https://disclosures.ifc.org/project-detail/SPI/29690/attero-recycling,Equity,ATTERO RECYCLING PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,09/24/2010,09/27/2010,12/27/2010,02/15/2011,,,0,5,5,IN,"July 06, 2022 03:15 AM"
07/30/2010,FINEM SME,Summary of Proposed Investment (Disclosure Policy 2006),28680,https://disclosures.ifc.org/project-detail/SPI/28680/finem-sme,Loan,"FINANCIERA EDUCATIVA DE MEXICO, S.A. DE C.V.",Mexico,MXC,Financial Institutions,FI,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,09/15/2010,02/04/2011,05/25/2011,09/15/2011,,,8,2.1,10.1,MX,"July 06, 2022 03:15 AM"
07/27/2010,TEB Kosovo Sub,Summary of Proposed Investment (Disclosure Policy 2006),29938,https://disclosures.ifc.org/project-detail/SPI/29938/teb-kosovo-sub,Loan,TEB SH.A.,Kosovo,XKS,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,09/24/2010,09/28/2010,09/30/2010,10/06/2010,,,8.88,,8.88,XK,"July 06, 2022 03:15 AM"
07/26/2010,"Cai Lan International Container Terminal, LLC",Summary of Proposed Investment (Disclosure Policy 2006),29521,https://disclosures.ifc.org/project-detail/SPI/29521/cai-lan-international-container-terminal-llc,Loan,CAI LAN INTERNATIONAL CONTAINER TERMINAL LLC,Vietnam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,08/26/2010,09/17/2010,10/26/2010,02/24/2011,,,38.75,,38.75,VN,"July 06, 2022 03:15 AM"
07/23/2010,DARP IFC/ADM Cornerstone Facility,Summary of Proposed Investment (Disclosure Policy 2006),29480,https://disclosures.ifc.org/project-detail/SPI/29480/darp-ifc-adm-cornerstone-facility,Loan,ADM Somei,East Asia and Pacific Region,EAP,Funds,FI,"Global Industry, Financial Markets",Active,09/08/2010,04/02/2012,04/12/2012,05/15/2012,,,40,10,50,EAP,"July 06, 2022 03:15 AM"
07/12/2010,IHS Nigeria,Summary of Proposed Investment (Disclosure Policy 2006),29741,https://disclosures.ifc.org/project-detail/SPI/29741/ihs-nigeria,Loan,IHS NIGERIA LIMITED,Nigeria,NIR,"Telecommunications, Media, and Technology",B,"TMT, Venture Capital &amp; Funds",Completed,08/31/2010,11/18/2010,02/11/2011,06/08/2011,,,55,29,84,NG,"July 06, 2022 03:15 AM"
07/09/2010,AMSME Bank of Africa - Tanzania,Summary of Proposed Investment (Disclosure Policy 2006),27694,https://disclosures.ifc.org/project-detail/SPI/27694/amsme-bank-of-africa---tanzania,Loan,BANK OF AFRICA TANZANIA LTD,Tanzania,TAN,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,08/09/2010,04/14/2009,08/26/2010,12/02/2011,,,200,,200,,"July 06, 2022 03:15 AM"
07/07/2010,BDO SEF,Summary of Proposed Investment (Disclosure Policy 2006),29151,https://disclosures.ifc.org/project-detail/SPI/29151/bdo-sef,Guarantee,"BDO UNIBANK, INC.",Philippines,PHL,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,09/03/2010,10/08/2010,12/22/2010,,,22.81,,,22.81,PH,"July 06, 2022 03:15 AM"
07/02/2010,Cacanska Banka,Summary of Proposed Investment (Disclosure Policy 2006),27802,https://disclosures.ifc.org/project-detail/SPI/27802/cacanska-banka,Loan,HALKBANK A.D. BELGRADE,Serbia,SRB,Financial Institutions,FI,Regional Industry - FIG - ECA,Completed,08/06/2010,08/02/2010,12/14/2010,03/31/2011,,,9.1,11.7,20.8,YF,"July 06, 2022 03:15 AM"
07/02/2010,Urwego Opportunity Bank Rwanda SA,Summary of Proposed Investment (Disclosure Policy 2006),29381,https://disclosures.ifc.org/project-detail/SPI/29381/urwego-opportunity-bank-rwanda-sa,Loan,URWEGO BANK LTD,Rwanda,RWA,Financial Institutions,FI,Regional Industry - FIG Africa,Completed,08/02/2010,09/02/2010,06/02/2011,12/29/2011,,,3.9,,3.9,RW,"July 06, 2022 03:15 AM"
07/01/2010,CACIC,Summary of Proposed Investment (Disclosure Policy 2006),28569,https://disclosures.ifc.org/project-detail/SPI/28569/cacic,Equity,"Ancheng Property & Casualty Insurance Co., Ltd.",China,CHA,Financial Institutions,C,"Global Industry, Financial Markets",Completed,08/05/2010,08/05/2010,12/15/2010,04/20/2012,,,,41.33,41.33,CN,"July 06, 2022 03:15 AM"
07/01/2010,Akbank DPR,Summary of Proposed Investment (Disclosure Policy 2006),29928,https://disclosures.ifc.org/project-detail/SPI/29928/akbank-dpr,Loan,AKBANK TURK ANONIM SIRKETI,Turkey,TUR,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,08/02/2010,08/06/2010,08/11/2010,08/16/2010,,,75,,75,TR,"July 06, 2022 03:15 AM"
06/29/2010,JEP 3: WKPP 66MW,Summary of Proposed Investment (Disclosure Policy 2006),28153,https://disclosures.ifc.org/project-detail/SPI/28153/jep-3:-wkpp-66mw,Loan,West Kingston Power Partners,Jamaica,JAM,Infrastructure,B,Regional Industry - INF LAC,Completed,09/15/2010,12/06/2010,12/10/2010,02/24/2011,,,28,,28,JM,"July 06, 2022 03:15 AM"
06/29/2010,Trustco Finance (Pty) Limited,Summary of Proposed Investment (Disclosure Policy 2006),28761,https://disclosures.ifc.org/project-detail/SPI/28761/trustco-finance-pty-limited,Loan,TRUSTCO GROUP HOLDING (PTY) LTD,Namibia,NAM,Financial Institutions,C,"Global Industry, Financial Markets",Completed,07/29/2010,09/02/2010,09/21/2010,12/01/2010,,,10.8,,10.8,NA,"July 06, 2022 03:15 AM"
06/28/2010,"Ust Kamenogorsk Poultry Farm, JSC",Summary of Proposed Investment (Disclosure Policy 2006),28112,https://disclosures.ifc.org/project-detail/SPI/28112/ust-kamenogorsk-poultry-farm-jsc,Loan,Ust-Kamenogorsk Poultry Plant JSC,Kazakhstan,KAZ,Agribusiness and Forestry,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,07/28/2010,06/28/2010,06/29/2010,06/27/2011,,,2,,2,KZ,"July 06, 2022 03:15 AM"
06/25/2010,"Beijing Shenwu Thermal Energy Technology Co., Ltd.",Summary of Proposed Investment (Disclosure Policy 2006),29845,https://disclosures.ifc.org/project-detail/SPI/29845/beijing-shenwu-thermal-energy-technology-co--ltd-,Loan,Beijing ShenWu Environment & Energy Technology Co.Ltd.,China,CHA,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,07/28/2010,08/05/2010,01/05/2011,01/28/2011,,,22.14,,22.14,CN,"July 06, 2022 03:15 AM"
06/22/2010,AMSME Bank of Africa Uganda,Summary of Proposed Investment (Disclosure Policy 2006),27695,https://disclosures.ifc.org/project-detail/SPI/27695/amsme-bank-of-africa-uganda,Loan,BANK OF AFRICA - UGANDA LTD.,Uganda,UAN,Financial Institutions,FI,Regional Industry - FIG Africa,Completed,07/22/2010,04/14/2009,08/27/2010,02/08/2011,,,200,,200,UG,"July 06, 2022 03:15 AM"
06/21/2010,Harmon Hall,Summary of Proposed Investment (Disclosure Policy 2006),29753,https://disclosures.ifc.org/project-detail/SPI/29753/harmon-hall,Equity,"Harmon Hall Operadora, A.C.",Mexico,MXC,Health and Education,B,Regional Industry - MAS LAC,Active,07/22/2010,07/23/2010,08/11/2010,08/19/2010,,,,7.81,7.81,MX,"July 06, 2022 03:15 AM"
06/18/2010,Chisinau City,Summary of Proposed Investment (Disclosure Policy 2006),29484,https://disclosures.ifc.org/project-detail/SPI/29484/chisinau-city,Loan,THE CITY OF CHISINAU,Moldova,MDA,Infrastructure,B,Regional Industry - INF ECA,Completed,07/26/2010,10/15/2010,11/15/2010,09/23/2011,,,10,,10,MD,"July 06, 2022 03:15 AM"
06/14/2010,AMSME Bank of Africa - Kenya,Summary of Proposed Investment (Disclosure Policy 2006),27693,https://disclosures.ifc.org/project-detail/SPI/27693/amsme-bank-of-africa---kenya,Loan,BANK OF AFRICA KENYA LIMITED,Kenya,KEN,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,07/15/2010,04/14/2009,08/24/2010,12/10/2010,,,200,,200,KE,"July 06, 2022 03:15 AM"
06/14/2010,Egyptian Indian Polyester Company - Sokhna,Summary of Proposed Investment (Disclosure Policy 2006),28878,https://disclosures.ifc.org/project-detail/SPI/28878/egyptian-indian-polyester-company---sokhna,Loan,EGYPTIAN INDIAN POLYESTER COMPANY SAE,"Egypt, Arab Republic of",EGT,Manufacturing,B,Regional Industry - MAS Africa,Completed,07/30/2010,10/12/2010,05/05/2011,08/05/2011,,,35,,35,EG,"July 06, 2022 03:15 AM"
06/14/2010,Archimedes Global Ltd.,Summary of Proposed Investment (Disclosure Policy 2006),29356,https://disclosures.ifc.org/project-detail/SPI/29356/archimedes-global-ltd-,Equity,ARCHIMEDES HEALTH DEVELOPMENTS LIMITED,Southern Europe Region,EUR,Financial Institutions,FI,Regional Industry - FIG - ECA,Active,08/08/2010,04/13/2011,06/03/2011,08/10/2011,,,,3,3,,"July 06, 2022 03:15 AM"
06/11/2010,Fibra Mobiliz,Summary of Proposed Investment (Disclosure Policy 2006),29471,https://disclosures.ifc.org/project-detail/SPI/29471/fibra-mobiliz,Loan,Banco Fibra S/A.,Brazil,BRA,Financial Institutions,FI,"Global Industry, Financial Markets",Completed,07/12/2010,07/21/2010,07/22/2010,07/29/2010,,,15,,15,BR,"July 06, 2022 03:15 AM"
06/10/2010,Societe Eiffage de la Nouvelle Autoroute Concedee,Summary of Proposed Investment (Disclosure Policy 2006),29008,https://disclosures.ifc.org/project-detail/SPI/29008/societe-eiffage-de-la-nouvelle-autoroute-concedee,Loan,SOCIETE EIFFAGE DE LA CONCESSION DE L'AUTOROUTE DE L'AVENIR S.A.,Senegal,SEN,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,08/10/2010,09/30/2010,11/14/2010,07/13/2011,,,31.72,,31.72,SN,"July 06, 2022 03:15 AM"
06/08/2010,Mindoro Resources Ltd,Summary of Proposed Investment (Disclosure Policy 2006),26987,https://disclosures.ifc.org/project-detail/SPI/26987/mindoro-resources-ltd,Equity,Mindoro Resources Ltd,Philippines,PHL,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,07/09/2010,07/12/2010,07/14/2010,07/21/2010,,,,9.53,9.53,PH,"July 06, 2022 03:15 AM"
06/07/2010,Business Oxygen Pvt. Ltd.,Summary of Proposed Investment (Disclosure Policy 2006),28779,https://disclosures.ifc.org/project-detail/SPI/28779/business-oxygen-pvt--ltd-,Loan,Business Oxygen Private Limited,Nepal,NEP,Funds,FI,Disruptive Technologies and Funds,Active,07/16/2010,03/11/2011,06/27/2011,02/11/2013,,,6.7,0.3,7,NP,"July 06, 2022 03:15 AM"
06/02/2010,CASAN - Loan,Summary of Proposed Investment (Disclosure Policy 2006),27233,https://disclosures.ifc.org/project-detail/SPI/27233/casan---loan,Loan,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,Brazil,BRA,Infrastructure,C,Regional Industry - INF LAC,Completed,07/05/2010,08/05/2010,10/07/2010,08/08/2011,,,22.73,,22.73,BR,"July 06, 2022 03:15 AM"
05/28/2010,Williamson Diamonds Limited,Summary of Proposed Investment (Disclosure Policy 2006),28574,https://disclosures.ifc.org/project-detail/SPI/28574/williamson-diamonds-limited,Loan,PETRA DIAMONDS LIMITED,Tanzania,TAN,"Oil, Gas, and Mining",B,Gbl Infrastructure &amp; Natural Resources,Completed,06/28/2010,07/13/2010,09/28/2010,11/22/2010,,,40,19.01,59.01,,"July 06, 2022 03:15 AM"
05/28/2010,JPS Co. II,Summary of Proposed Investment (Disclosure Policy 2006),29088,https://disclosures.ifc.org/project-detail/SPI/29088/jps-co--ii,Loan,"Jamaica Public Service Company, Limited",Jamaica,JAM,Infrastructure,B,Regional Industry - INF LAC,Completed,06/30/2010,10/21/2010,12/08/2010,12/22/2010,,,30,,30,JM,"July 06, 2022 03:15 AM"
05/28/2010,Argentex,Summary of Proposed Investment (Disclosure Policy 2006),29492,https://disclosures.ifc.org/project-detail/SPI/29492/argentex,Equity,Argentex Mining Corporation,Argentina,ARG,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Completed,06/28/2010,06/29/2010,09/24/2010,10/21/2010,,,,18.78,18.78,AR,"July 06, 2022 03:15 AM"
05/28/2010,SSL Bosnia II,Summary of Proposed Investment (Disclosure Policy 2006),29692,https://disclosures.ifc.org/project-detail/SPI/29692/ssl-bosnia-ii,Loan,SISECAM SODA LUKAVAC DOO,Bosnia and Herzegovina,BIH,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,06/29/2010,07/29/2010,08/26/2010,10/26/2010,,,19.51,,19.51,BA,"July 06, 2022 03:15 AM"
05/27/2010,Piaggio,Summary of Proposed Investment (Disclosure Policy 2006),28882,https://disclosures.ifc.org/project-detail/SPI/28882/piaggio,Loan,"PIAGGIO VIETNAM CO., LTD",Vietnam,VNM,Manufacturing,B,Regional Industry - MAS Asia & Pac,Completed,06/28/2010,06/29/2010,07/23/2010,12/22/2011,,,55.32,,55.32,VN,"July 06, 2022 03:15 AM"
05/27/2010,BWL,Summary of Proposed Investment (Disclosure Policy 2006),29744,https://disclosures.ifc.org/project-detail/SPI/29744/bwl,Loan,"Bransvik Vagon Lizing, OOO",Russian Federation,RUS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,06/30/2010,08/06/2010,11/23/2010,05/05/2011,,,50,25,75,RU,"July 06, 2022 03:15 AM"
05/26/2010,The Alutech Group,Summary of Proposed Investment (Disclosure Policy 2006),28684,https://disclosures.ifc.org/project-detail/SPI/28684/the-alutech-group,Loan,THE ALUTECH GROUP,Belarus,BLR,Manufacturing,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,06/28/2010,06/28/2010,10/06/2010,12/10/2010,,,28.61,,28.61,BY,"July 06, 2022 03:15 AM"
05/26/2010,National Collateral Management Services Limited,Summary of Proposed Investment (Disclosure Policy 2006),29266,https://disclosures.ifc.org/project-detail/SPI/29266/national-collateral-management-services-limited,Equity,NATIONAL COLLATERAL MANAGEMENT SERVICES LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,07/15/2010,02/03/2011,05/14/2011,06/10/2011,,,,6.75,6.75,IN,"July 06, 2022 03:15 AM"
